name,cuisine,avg_meal_cost,city,rating
Cook Gramam,"South Indian,  Health Food",500,Chennai,4.3
BLIND CH3MISTRY,"Italian,  Continental,  Desserts,  Shakes",800,Chennai,4.5
Wow! Momo,"Chinese,  Tibetan",400,Chennai,3.3
Shout Bar & Cafe,"North Indian,  Finger Food,  Italian,  Asian",1400,Chennai,4.2
Chidambaram New Moorthy Cafe,"North Indian,  South Indian,  Chinese,  Seafood",600,Chennai,3.6
Cafe Litt,"Continental,  Italian,  Chinese",1000,Chennai,4.4
MilkyWay,"Ice Cream,  Fast Food,  Shakes",400,Chennai,1
Vasanta Bhavan,"South Indian,  North Indian,  Chinese",500,Chennai,2.6
Atte - Glocal Cafe,Fast Food,400,Chennai,5
Haven Sampoorna,"Continental,  North Indian,  Italian,  European",1200,Chennai,4.3
Roll Over,"Desserts,  Ice Cream,  Fast Food,  Shakes",400,Chennai,2.8
Mash Resto Cafe,"Italian,  Continental,  Fast Food",800,Chennai,4.3
Murugan Idli Shop,South Indian,300,Chennai,2.8
Kurtosshhh,"Italian,  Fast Food,  Mexican",700,Chennai,4.5
Pind,"North Indian,  Chinese",800,Chennai,4.2
Jonah's Bistro,"Italian,  Continental,  Asian",1400,Chennai,4.1
Superstar Pizza,"Italian,  Pizza",800,Chennai,4.2
Writer's Cafe,Italian,800,Chennai,4.5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.2
Little Italy,"Italian,  Mexican",1800,Chennai,4.5
Cream Chemistry,"Desserts,  Ice Cream,  Shakes",300,Chennai,4
Transit,"Multi-Cuisine,  North Indian,  Chinese,  Continental",1000,Chennai,3.1
MADHARAS - Global Veg Kitchen,"North Indian,  South Indian,  Barbecue,  Italian,  Continental,  Mexican,  Mediterranean,  Asian,  Desserts",900,Chennai,4.6
Sandwich Square,Fast Food,500,Chennai,3.6
The Alcove,"Continental,  Fast Food,  Italian",1000,Chennai,4.1
Murugan Idli Shop,South Indian,300,Chennai,5
Express By AB's,"North Indian,  Barbecue",700,Chennai,4.5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.4
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,2.8
Copper Kitchen,"North Indian,  Chinese,  Seafood,  Andhra,  Chettinad",1100,Chennai,3.7
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.8
The Lounge,Fast Food,1000,Chennai,5
House of Candy,Desserts,300,Chennai,1
Cake Waves,"Desserts,  Bakery and Confectionary,  Fast Food",400,Chennai,4
Savoury Sea Shell,"North Indian,  Chinese,  Arabian,  Seafood,  Drinks",1000,Chennai,4.3
Score - The Sports Bar & Grill,Finger Food,1800,Chennai,4.6
Parfait,"Italian,  Desserts,  Bakery and Confectionary",600,Chennai,3.4
Murugan Idli Shop,South Indian,300,Chennai,3.3
Copper Kitchen,"North Indian,  Chinese,  Seafood",1100,Chennai,4
Cafe G,"North Indian,  Continental",1600,Chennai,4.2
Lucky Da Punjabi Dhabba,"North Indian,  Chinese,  Mughlai,  Fast Food",1400,Chennai,4.9
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.1
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.6
Waf Bites,"Desserts,  Waffle",300,Chennai,3.9
Murugan Idli Shop,South Indian,300,Chennai,5
MilkyWay,"Ice Cream,  Desserts,  Fast Food",400,Chennai,3.8
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,1
Chop N Stix,Chinese,500,Chennai,4.4
The Madras Diner,"North Indian,  Chinese",700,Chennai,4.4
The Madras Bakery,"Desserts,  Bakery and Confectionary",400,Chennai,4.6
Masaledar Urban Rasoi,"North Indian,  Chinese",500,Chennai,4.2
Bistro 1427,"Fast Food,  North Indian,  Chinese,  Pizza",1000,Chennai,3.7
Ammavin Aduppankarai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Fast Food",600,Chennai,3.9
Murugan Idli Shop,South Indian,300,Chennai,3
La Chocolate,"Desserts,  Bakery and Confectionary,  Fast Food",700,Chennai,3.9
11 O Cafe,"Fast Food,  Coffee,  Pizza,  Drinks",400,Chennai,3.8
Mr.Papdi,"North Indian,  Chinese,  Chaat",600,Chennai,3.1
Juice'r rus,"Juice,  Shakes,  Desserts",300,Chennai,4
Pizza Avenue,"Italian,  Fast Food,  Pizza",700,Chennai,3.5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.4
Dhaba In The City,"North Indian,  Chinese,  Seafood",500,Chennai,4.1
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.4
Pedreno's,"Continental,  Mexican,  Italian",1500,Chennai,3.5
Alien Stone,"Fast Food,  Drinks",800,Chennai,4
Murugan Idli Shop,South Indian,300,Chennai,1
Makers Of Milkshakes,"Shakes,  Waffle,  Fast Food",300,Chennai,2.9
Brownie Heaven,Desserts,400,Chennai,3
Flavours,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",1500,Chennai,4.3
Murugan Idli Shop,South Indian,300,Chennai,2.8
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.6
Murugan Idli Shop,South Indian,300,Chennai,2
Topi Vappa Biriyani,"Chinese,  Biryani,  Arabian",400,Chennai,3.5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,2.5
Chaat Chatore,"Fast Food,  Street Food",300,Chennai,4.6
Dosa.in,South Indian,300,Chennai,5
Double Roti,"Fast Food,  Italian,  American",1000,Chennai,4.4
Mr.Burger,"Fast Food,  Burger",400,Chennai,4.2
The Bench Cafe,"North Indian,  Chinese,  Continental,  Fast Food",500,Chennai,5
Madras Coffee House,"Street Food,  Coffee,  Desserts",200,Chennai,1
Pind,"North Indian,  Chinese",900,Chennai,4.5
Bhatinda Xpress,"North Indian,  Chinese,  Mughlai",1200,Chennai,4.3
Rasavid,"North Indian,  Chinese,  Hyderabadi",900,Chennai,3.9
Kake Da Punjabi Dhabba,"North Indian,  Chinese,  Mughlai,  Seafood",700,Chennai,3.5
Old Madras Bites,"Chinese,  Fast Food,  Shakes",500,Chennai,3.3
Oasis,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",1500,Chennai,5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,5
Guru Mess,South Indian,500,Chennai,3.7
Astoria Veg,"South Indian,  North Indian,  Chinese",500,Chennai,4.6
Amelie's,"Continental,  Desserts,  Drinks",1000,Chennai,4.5
Hub At ECR,"Continental,  North Indian,  Italian,  Seafood,  Fusion",2100,Chennai,4.3
Tosai club,"North Indian,  Chinese,  Continental,  South Indian,  Italian,  Mughlai",800,Chennai,4.1
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.2
Flower Drum,"Chinese,  Thai",1000,Chennai,4.3
Spice Roots,"South Indian,  North Indian",800,Chennai,3.6
ABs - Absolute Barbecues,"North Indian,  Barbecue",1400,Chennai,4.2
Big Hit Lounge,"Chinese,  Continental,  North Indian",1000,Chennai,3.9
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.2
Big Hit Restaurant,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",1200,Chennai,3.7
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4.4
Cake Waves,"Desserts,  Bakery and Confectionary,  Fast Food",400,Chennai,1
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.7
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.3
Le Wrap Factorie,Fast Food,400,Chennai,4.5
Express By AB's,"North Indian,  Barbecue",700,Chennai,5
Orange Wok,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",1000,Chennai,4.2
Spicezen - Absolute Veg Restaurant,"North Indian,  Street Food,  Fast Food",600,Chennai,4.4
AGS Restaurant,"North Indian,  South Indian,  Chinese,  Seafood",700,Chennai,3.6
Delhi Highway,North Indian,1200,Chennai,4.2
The Square,"Continental,  North Indian,  Asian",2500,Chennai,4.2
Bindaas Rasoi,"North Indian,  Seafood",1200,Chennai,4.3
NICO Asian Bar & Cafe,Continental,1500,Chennai,3.8
Hola,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1200,Chennai,4.1
Delhi Dhaba,"North Indian,  Chinese,  Seafood",800,Chennai,3.3
Guntur Gongura,"Andhra,  Biryani,  North Indian,  Chinese",500,Chennai,3.6
Dot Yum,"Continental,  North Indian,  Italian",1600,Chennai,3.9
W xyz,Finger Food,1600,Chennai,3.9
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.1
Prive Restaurant,"Multi-Cuisine,  North Indian,  European,  Oriental ,  Street Food,  Fast Food",1200,Chennai,4.4
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.7
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4
Sauce O Cheese,Fast Food,400,Chennai,3.4
The Eatery,"North Indian,  Continental,  Oriental ",1600,Chennai,3.7
Madras Coffee House,"Street Food,  Coffee,  Desserts",200,Chennai,4.6
Onesta,"Italian,  Pizza,  Desserts",700,Chennai,4.2
Mascarpone Cafe,"Italian,  Continental,  Thai,  Seafood",1200,Chennai,4.2
Gossip Fusion Bistro & Dessert Bar,"Italian,  Continental,  Seafood,  North Indian,  South Indian",1500,Chennai,4.5
Tosai,"North Indian,  South Indian,  Chinese",500,Chennai,4
Rasavid,"North Indian,  Biryani",900,Chennai,3.6
Regos Cafe,Fast Food,300,Chennai,4.8
Sulthan's Biryani,"Chinese,  Biryani",700,Chennai,4
Orange Wok,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",1000,Chennai,4.2
Taco Bell,"Mexican,  Tex Mex",500,Chennai,3.6
The Square,"Continental,  North Indian,  Asian",2500,Chennai,4.1
Baskin Robbins,"Desserts,  Ice Cream",300,Chennai,1
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.1
Mr.Burger,"Fast Food,  Burger",400,Chennai,4
ECR Dhaba,"North Indian,  Chinese,  Seafood",800,Chennai,3
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3
Roll Over,"Desserts,  Fast Food",500,Chennai,4.5
The Reef,"North Indian,  Continental,  South Indian",2500,Chennai,4.3
The Melting Pot,"North Indian,  Continental,  South Indian",1500,Chennai,4.3
Kokommo,Finger Food,2500,Chennai,4.4
Palms Kitchen,"North Indian,  Oriental ,  Fast Food,  Italian",1500,Chennai,2.9
Ideal Garden Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental",1000,Chennai,2.8
Wharf 2.0,"Italian,  North Indian,  Continental",3000,Chennai,4.6
Waters Edge Cafe,"Multi-Cuisine,  North Indian,  South Indian,  Mediterranean",3000,Chennai,4.2
Moonrakers,"North Indian,  Chinese,  Continental,  Seafood",700,Chennai,2.7
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Seafood",1200,Hyderabad,4.4
Ohri's Jiva,"North Indian,  Chinese,  Rajasthani,  Fast Food",1100,Hyderabad,4.1
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Seafood",1200,Hyderabad,4.3
Krishnapatnam,"South Indian,  Andhra,  North Indian",1600,Hyderabad,4
Parampara - Flavours of india,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",1000,Hyderabad,4
By The Bay - Bar Exchange,"North Indian,  Italian,  Continental",1600,Hyderabad,4.1
A'La Liberty,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",800,Hyderabad,4.1
Amogham - The Lake View Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mughlai",1000,Hyderabad,3.8
Exotica,"North Indian,  Chinese,  Mughlai",2800,Hyderabad,4.4
Headquarters,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental ",1600,Hyderabad,4.2
10 Downing Street,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Finger Food",2000,Hyderabad,4.4
Jalpaan,"North Indian,  Italian,  Chinese,  Continental",1200,Hyderabad,4.1
Pakka Local Signature,"North Indian,  Chinese,  Andhra,  South Indian",900,Hyderabad,4.3
Verandah,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3300,Hyderabad,4
The Spicy Venue,"Andhra,  Chinese",1100,Hyderabad,4.2
Bikanervala,"Mithai,  North Indian,  Chinese,  South Indian,  Street Food,  Fast Food",1000,Hyderabad,4.3
Cream Stone,"Desserts,  Ice Cream,  Shakes",400,Hyderabad,4.1
Aqua,"Finger Food,  Fast Food",2800,Hyderabad,4.1
Kismet,Finger Food,3300,Hyderabad,4.1
One Fine Day,"Desserts,  Ice Cream,  Shakes",300,Hyderabad,5
Ohri's - Gufaa,"North Indian,  Mughlai",1900,Hyderabad,4.1
Cream Stone,"Desserts,  Ice Cream,  Shakes",400,Hyderabad,4.1
Aish,"Seafood,  Hyderabadi",2400,Hyderabad,4.4
36 Downtown,"North Indian,  Continental",2500,Hyderabad,4.3
Spice 6 - The Arab Villagio,"Multi-Cuisine,  North Indian,  Chinese,  Lebanese,  Arabian",1200,Hyderabad,4.2
Chili’s American Grill and Bar,"Mexican,  American",1800,Hyderabad,4.4
Seven Spices,"Andhra,  North Indian,  Biryani",900,Hyderabad,4.2
Ice n Spice,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Bakery and Confectionary",800,Hyderabad,4.2
Barbeque Nation,"Barbecue,  North Indian,  Mediterranean",1400,Hyderabad,4.3
Platform 65,"North Indian,  Chinese",1200,Hyderabad,4
Hashi Izakaya - Asian Bar & Kitchen,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian",1500,Hyderabad,4.1
Eagles Pizza,"Pizza,  Italian,  Ice Cream,  Fast Food",600,Hyderabad,3.9
Jewel Of Nizam,"Mughlai,  Hyderabadi",2600,Hyderabad,4.1
Rocket Fuel Cafe,Fast Food,800,Hyderabad,4.2
Cream Stone,"Desserts,  Ice Cream,  Shakes",400,Hyderabad,4.3
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Seafood",1200,Hyderabad,4.4
Taco Bell,"Mexican,  Tex Mex",500,Hyderabad,4.4
Okra,"North Indian,  Chinese,  Continental",2500,Hyderabad,4.3
Ohri's Eatmor,"North Indian,  Fast Food,  Rajasthani,  Finger Food,  Street Food,  Desserts,  Ice Cream",800,Hyderabad,4.2
Fonce,"Fast Food,  Coffee",1000,Hyderabad,4.4
Hard Rock Cafe,"Multi-Cuisine,  Continental,  American,  Modern Indian",2400,Hyderabad,4.3
Taco Bell,"Mexican,  Tex Mex",500,Hyderabad,4.3
Chinese Pavilion,"Chinese,  Seafood",1400,Hyderabad,4.4
NorFest - The Dhaba,North Indian,800,Hyderabad,4.3
Country Oven,"Desserts,  Fast Food,  Bakery and Confectionary,  Italian,  Chinese",800,Hyderabad,5
IQ Bar,"North Indian,  Asian,  Finger Food",2500,Hyderabad,4.2
Cream Stone,"Desserts,  Ice Cream,  Shakes",400,Hyderabad,4
Rayalaseema Ruchulu,"Andhra,  North Indian,  South Indian,  Biryani",1200,Hyderabad,4.1
Cayenne,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",2000,Hyderabad,3.9
Arena,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Hyderabadi",3000,Hyderabad,4.1
Ohri's - Eatmor,"North Indian,  Fast Food",1100,Hyderabad,4.2
Bidri,"Andhra,  Hyderabadi,  Kashmiri,  Lucknowi",3000,Hyderabad,4.5
Tabla,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",1800,Hyderabad,4.1
Saffron Soul,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood",1300,Hyderabad,4.3
Viva,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",2300,Hyderabad,4.1
Almond House,"Mithai,  Street Food,  Desserts",500,Hyderabad,5
Manu Bakers Delight,"Bakery and Confectionary,  Fast Food",400,Hyderabad,4.7
Up & Above,"North Indian,  Chinese,  Fast Food",1300,Hyderabad,4
Masala Republic,"Italian,  Continental,  North Indian",1100,Hyderabad,4
Huber and Holly,"Ice Cream,  Desserts",1000,Hyderabad,4
Onesta,"Italian,  Pizza,  Fast Food",900,Hyderabad,4.3
Fishland Restaurant,"North Indian,  Chinese,  Seafood",700,Hyderabad,4.1
Santosh Family Dhaba,"North Indian,  Chinese",800,Hyderabad,5
Spice 6 - The Global Dining,"North Indian,  Chinese,  Lebanese",1400,Hyderabad,4.2
Encounters,"North Indian,  Continental,  South Indian",3000,Hyderabad,4.3
Tortilla's,"Mexican,  Fast Food",400,Hyderabad,3.7
Tatva,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  European,  Mughlai",1500,Hyderabad,4.3
Indulge Ice Cream,"Ice Cream,  Desserts",300,Hyderabad,5
Gappe Vappe,"Street Food,  Fast Food",500,Hyderabad,5
Ohri's - Ming's Court,"Chinese,  Seafood",1300,Hyderabad,4.4
Golden Dragon,Chinese,3500,Hyderabad,4.1
Curry Pot,"North Indian,  Chinese",700,Hyderabad,4.4
The Joint Bar & Cafe,Drinks,700,Hyderabad,4.2
Vivaha Bhojanambu,Andhra,1000,Hyderabad,4.1
Aromas of Asia,"Chinese,  Seafood",1500,Hyderabad,4.3
Saudi Arabian Restaurant,"Arabian,  Mughlai",700,Hyderabad,4.1
Almond House,"Mithai,  Street Food,  Desserts",500,Hyderabad,5
Firdaus,Hyderabadi,3100,Hyderabad,4.2
Sanjos Donuts,"Desserts,  Fast Food",400,Hyderabad,3.9
Heart Cup Coffee,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",2000,Hyderabad,4.1
Air Live,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Asian",2100,Hyderabad,4
Indulge Ice Cream,"Ice Cream,  Desserts",300,Hyderabad,5
Altitude Lounge Bar,Continental,3000,Hyderabad,4.1
Subway,Health Food,400,Hyderabad,3.8
Clove - The Platinum Hotel,"North Indian,  Chinese,  Italian,  Continental",800,Hyderabad,4.1
Apsara Ice Creams,"Ice Cream,  Desserts",300,Hyderabad,4
Insomnia,"Finger Food,  North Indian,  Italian,  Chinese",2300,Hyderabad,4.1
Cuiscent,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",1000,Hyderabad,4
Express By AB's,"North Indian,  Barbecue",600,Hyderabad,3.8
Cheesiaano Pizza,"Italian,  Pizza,  Fast Food",500,Hyderabad,4
"Haiku,The Asian Kitchen","Asian,  Thai,  Japanese,  Indonesian",1500,Hyderabad,4.4
Ohris Eatmor,"North Indian,  Fast Food,  Desserts",1200,Hyderabad,4
Ocean's Basket,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",1600,Hyderabad,4.4
Sync Restro Bar,"North Indian,  Chinese,  Andhra",1600,Hyderabad,4.3
Bar 41,Finger Food,2400,Hyderabad,4.6
Touch of Class,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",1000,Hyderabad,3.9
Ghrelin Cafe and Patisserie,"Italian,  Desserts",600,Hyderabad,4.4
Huber and Holly,"Ice Cream,  Fast Food,  Desserts",1000,Hyderabad,4.4
Chill & Terrace,"North Indian,  Continental,  South Indian",2400,Hyderabad,4
Telangana Spice Kitchen,"North Indian,  Chinese,  Mughlai",1500,Hyderabad,4.2
High Spirits Bar,Finger Food,1100,Hyderabad,3.8
Cups & Plates,"North Indian,  Chinese,  European",1000,Hyderabad,3.7
A Bleu Basil,"North Indian,  Chinese,  South Indian,  Fast Food",1000,Hyderabad,4.1
Ohri's - Silver Metro,"North Indian,  Continental,  Mughlai",1100,Hyderabad,4.3
Biryanis And More,"North Indian,  Chinese,  Biryani",1000,Hyderabad,4.2
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Seafood",1200,Hyderabad,4.4
Level Lounge,"North Indian,  Finger Food,  Chinese",1500,Hyderabad,3.8
Mid Land Bakers & Confectioners,"Bakery and Confectionary,  Desserts,  Ice Cream,  Fast Food",400,Hyderabad,3.1
Bikanervala,"Street Food,  Desserts,  Mithai,  North Indian,  Chinese",1000,Hyderabad,4.2
Lobby Lounge,"North Indian,  Continental",3000,Hyderabad,4.1
Waterside Cafe,"North Indian,  Continental",3000,Hyderabad,3.8
Cassia,"Continental,  North Indian,  Italian,  Chinese",1000,Hyderabad,3.5
Eagle Restaurant & Bar,"North Indian,  Chinese,  South Indian",1400,Hyderabad,3.6
Kebab E Bahar,"Mughlai,  Hyderabadi",3200,Hyderabad,4
Amantran,Bengali,300,Hyderabad,3.4
So. The Sky Kitchen,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Asian",1800,Hyderabad,4.1
Hydrate - The Bar,North Indian,1500,Hyderabad,3.1
Lazeez Khaana,"North Indian,  Chinese,  Mughlai",900,Hyderabad,4.4
Cream Stone,"Desserts,  Ice Cream,  Shakes",400,Hyderabad,4.2
Dakshina Mandapa,"North Indian,  Chinese,  South Indian",700,Hyderabad,4
Four Square,"North Indian,  Chinese,  Continental,  South Indian",1200,Hyderabad,3.4
Hotel Shadab,"Multi-Cuisine,  North Indian,  Chinese,  Mughlai,  Hyderabadi,  Biryani",900,Hyderabad,4.3
Southern Mirchi,"Chinese,  South Indian",1000,Hyderabad,4
Makers Of Milkshakes,"Shakes,  Waffle",400,Hyderabad,4.2
Hari Dosa,"South Indian,  Street Food,  Fast Food,  Desserts,  Ice Cream,  Shakes",300,Hyderabad,3
Reshmi's Classic Restaurant,"North Indian,  Seafood",800,Hyderabad,4
Abids Bistro,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",600,Hyderabad,4
TOS - Tales Over Spirits,"North Indian,  Chinese",1500,Hyderabad,3.9
Ohri's Mehfill,"North Indian,  Mughlai",1800,Hyderabad,4.1
WOFL,"Desserts,  Fast Food,  Waffle",600,Hyderabad,4.1
Almond House,"Mithai,  Desserts",500,Hyderabad,5
Holiday Inn Express,"North Indian,  Italian,  Chinese",1400,Hyderabad,1.7
Harley's Fine Baking,"Continental,  Desserts",500,Hyderabad,5
Vivaha Bhojanambu,South Indian,1000,Hyderabad,4.1
Shri Santosh Family Dhaba,"North Indian,  Chinese",600,Hyderabad,2.6
Rayalaseema Ruchulu,"Andhra,  North Indian,  South Indian,  Biryani",1200,Hyderabad,3.9
Platform 65,"North Indian,  Chinese",1200,Hyderabad,4.3
Flavours Of TMH,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",800,Hyderabad,4.2
